time,k_4,k_6,k_8,k_10,k_12,k_14,k_16,k_18,k_20,k_22,k_24
26.75,0.06477490602582578,0.07104400079174633,0.0888334186145585,0.13967169731204274,0.25653010440847857,0.13184739460369013,0.0784880396913308,0.053466408960545976,0.042706268590310216,0.03752882107791215,0.03510893992355876
26.8,0.06475064233027515,0.07111993908896862,0.08878579836670779,0.13940795082316051,0.2567093385281538,0.13175015558635061,0.07855309338348795,0.05350058306871798,0.04273642280831134,0.037561231377820185,0.03512484463804579
26.85,0.06470314020048742,0.07118859274173779,0.08872426091377325,0.13927534465759706,0.2567857624384479,0.13167025350935666,0.07860076424190077,0.05352977519030432,0.042761394788439946,0.03760254588725565,0.03515816543069916
26.900000000000002,0.06467147455550609,0.07124828264460244,0.08869294525090426,0.13926044242541225,0.25691951039254163,0.13151207693232272,0.07862470277952496,0.0534856804700837,0.04277413916348206,0.037626496833796895,0.035184248551822964
26.950000000000003,0.064607384493779,0.07128814002531521,0.08863413849359753,0.13927398532481033,0.2570733719147145,0.131363125680434,0.07865952484308245,0.05343031349105656,0.04278531106776239,0.03765800027307642,0.03522670439237151
27.0,0.06456313957145575,0.0713096087077525,0.08858946688194959,0.13927035758069511,0.2571583021038238,0.1312533631352148,0.07870962913316393,0.05337318407682074,0.04281572543385581,0.037693476024316226,0.035263747350951904
27.05,0.06452224657067011,0.07133239780831598,0.08849491347244189,0.13925056619075843,0.2572523203329895,0.13121304185892624,0.07876088993658342,0.05334734222901671,0.04281671816586783,0.03771329692699606,0.035296266507433886
27.1,0.06450654096249976,0.07130857257530465,0.08845246050694429,0.13921396430302332,0.2572830511537868,0.13118435185601562,0.07880664598272313,0.05335564116593305,0.042825038586391036,0.0377256166530241,0.03533811625435434
27.150000000000002,0.0644680596074414,0.07129709693197285,0.08841921622308367,0.1392069822450438,0.2572880028420078,0.1311724319237461,0.07884745764526559,0.053360770164414977,0.04283468692251348,0.03774872415850257,0.035356571336007676
27.200000000000003,0.06444133666427602,0.07130965171010444,0.08837075215982215,0.13922010321085393,0.25728711144803323,0.13108700756606498,0.07889624481501287,0.0533789883283247,0.042866613823825936,0.03775640364674879,0.0353857866269327
27.25,0.06441409239815257,0.07132028471692252,0.08836067183633439,0.13932100262656852,0.2572465939483145,0.13097182005969898,0.07893082557327397,0.05340079192331922,0.0428599201084302,0.03774548214295569,0.035428514666029455
27.3,0.06441034190851097,0.07137384053585877,0.08834990589369647,0.1394979007004239,0.25699658305507195,0.1308500427288808,0.07897295495087907,0.05345776706837776,0.042860125721649,0.03775364704893088,0.03547689038772056
27.35,0.0644322967466772,0.07136261922604839,0.08838227976518573,0.1396411611149352,0.2567765868085738,0.1307601392840202,0.07898205109572103,0.0535345971071049,0.042852681770268845,0.03777372268972596,0.03550186439173879
27.400000000000002,0.06445509334511267,0.07134073581421092,0.08840869821016552,0.13984403814886778,0.2564685610246044,0.13072134937832347,0.07895921875186651,0.05360865771191954,0.04282305693789729,0.03781537228685502,0.03555521839017682
27.450000000000003,0.06446744102936837,0.07128137599007878,0.08843142361671975,0.1400060272560271,0.2561424795477962,0.13069551069619711,0.0790007675428943,0.05366305256155641,0.042832372190565585,0.03786890102640063,0.035610648542395984
27.5,0.06449331996444055,0.07123627163309475,0.0884158595679385,0.14025598339274192,0.25588286407679706,0.13059156153611137,0.07902870080866828,0.05372926448730753,0.04282881426776136,0.037907060222776186,0.03563030004236268
27.55,0.06454634431624683,0.0711775896311616,0.08841678410247181,0.14051633739445799,0.25566098647146657,0.1304193224082243,0.0790743736540249,0.05377759644148828,0.04282776612000384,0.03792581500557795,0.03565708445487597
27.6,0.06458240384352028,0.07109595282206538,0.08843700115292544,0.14082989622287384,0.25540496586156974,0.13031909058894744,0.07908022760814565,0.05379095178301474,0.042843903252001596,0.03792911584049247,0.03568649102444353
27.650000000000002,0.06461353711808719,0.07102055333816835,0.0884927169330491,0.14111795345975536,0.2552298073272399,0.13023136294128881,0.07909046654518873,0.05377041696049755,0.042829326584136046,0.03791775615258691,0.035686102640002104
27.700000000000003,0.06464512156707841,0.07102827662142007,0.08854368742899961,0.14142772721827127,0.2550381364218756,0.13010657382498844,0.07905837097560095,0.053752542288194996,0.04279146782795724,0.037920687321561175,0.03568740850405196
27.75,0.06464970935473871,0.071006394084065,0.0885983531710398,0.14167722949054762,0.25495828708005686,0.13003519669984126,0.07900635618647105,0.05370127322001624,0.04275551278311936,0.037929294330438075,0.03568239359966629
27.8,0.06467356389528807,0.07101432794334318,0.08864236614680639,0.1418406827987348,0.2549359964495914,0.12991319654555253,0.07902024681125454,0.05363803633041851,0.042701180118113184,0.03795714911911158,0.0356632538417857
27.85,0.06468851310166517,0.07104062002958897,0.08873972404750836,0.14198369757118237,0.2548761069155807,0.12980671434665011,0.07898156084911935,0.053594050908240064,0.04264712604169458,0.03799623662674656,0.03564564956202386
27.900000000000002,0.06472094855245776,0.07107618808230522,0.08887999789235453,0.1421728047757769,0.25462167643017525,0.12972544852827872,0.07895120210248968,0.05356332525394622,0.04259498726432889,0.03803944954714786,0.03565397157073901
